2024-06-23 21:40:00,0.00,0,0,10184
2024-06-23 21:40:00,0.00,0,0,10184
2024-06-23 21:40:00,0.00,0,0,10176
2024-06-23 21:40:00,0.00,0,0,10184
2024-06-23 21:40:00,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10184
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10184
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10168
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:01,0.00,0,0,10184
2024-06-23 21:40:01,0.00,0,0,10184
2024-06-23 21:40:01,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10168
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10168
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10168
2024-06-23 21:40:02,0.00,0,0,10176
2024-06-23 21:40:02,0.00,0,0,10168
2024-06-23 21:40:03,0.00,0,0,10168
2024-06-23 21:40:03,0.00,0,0,10184
2024-06-23 21:40:03,0.00,0,0,10176
2024-06-23 21:40:03,0.00,0,0,10168
2024-06-23 21:40:03,0.00,0,0,10176
2024-06-23 21:40:03,0.00,0,0,10168
2024-06-23 21:40:03,0.00,0,0,10176
2024-06-23 21:40:03,0.00,0,0,10184
2024-06-23 21:40:03,0.00,0,0,10168
2024-06-23 21:40:03,0.00,0,0,10176
2024-06-23 21:40:03,0.00,0,0,10176
2024-06-23 21:40:04,0.00,0,0,10160
2024-06-23 21:40:04,0.00,0,0,10168
2024-06-23 21:40:04,0.00,0,0,10184
2024-06-23 21:40:04,0.00,0,0,10176
